#
#	NeighborhoodCorrelation 
#	name: Neighborhood.3.
#
#
#	id: 30
#
#	2009_1_01_360__access_24
#
##
# M e s s w e r t t a b e l l e  der Reihen:
#
# CC_local [332,332] Werte
# CC_global [332,332] Werte
# 1sigma+ [332,332] Werte
# 1sigma- [332,332] Werte
# norm(log(access( CN ))) [360,360] Werte
#
#
#x	y	x	y	x	y	x	y	x	y	
0.00000	0.82311	0.00000	0.17088	0.00000	0.39840	0.00000	-0.05663	0.00000	0.09873	
1.00000	0.78191	1.00000	0.16370	1.00000	0.35687	1.00000	-0.02947	1.00000	0.19041	
2.00000	0.76104	2.00000	0.14139	2.00000	0.33121	2.00000	-0.04844	2.00000	0.18618	
3.00000	0.76216	3.00000	0.12310	3.00000	0.31589	3.00000	-0.06970	3.00000	0.22849	
4.00000	0.76557	4.00000	0.13910	4.00000	0.28750	4.00000	-0.00931	4.00000	0.28068	
5.00000	0.77152	5.00000	0.12535	5.00000	0.27342	5.00000	-0.02271	5.00000	0.38364	
6.00000	0.77563	6.00000	0.10259	6.00000	0.25710	6.00000	-0.05192	6.00000	0.38787	
7.00000	0.77722	7.00000	0.06400	7.00000	0.20493	7.00000	-0.07694	7.00000	0.29055	
8.00000	0.79701	8.00000	0.05135	8.00000	0.21923	8.00000	-0.11653	8.00000	0.47109	
9.00000	0.83016	9.00000	0.04259	9.00000	0.20720	9.00000	-0.12202	9.00000	0.26375	
10.00000	0.83912	10.00000	0.04138	10.00000	0.19506	10.00000	-0.11230	10.00000	0.19746	
11.00000	0.81180	11.00000	0.06552	11.00000	0.23934	11.00000	-0.10831	11.00000	0.33004	
12.00000	0.81932	12.00000	0.06649	12.00000	0.25387	12.00000	-0.12090	12.00000	0.44288	
13.00000	0.80449	13.00000	0.05399	13.00000	0.29109	13.00000	-0.18310	13.00000	0.44429	
14.00000	0.79618	14.00000	0.04493	14.00000	0.29396	14.00000	-0.20409	14.00000	0.34979	
15.00000	0.80549	15.00000	0.02156	15.00000	0.24084	15.00000	-0.19773	15.00000	0.34838	
16.00000	0.81610	16.00000	0.03267	16.00000	0.25155	16.00000	-0.18621	16.00000	0.17913	
17.00000	0.80982	17.00000	0.03328	17.00000	0.25293	17.00000	-0.18637	17.00000	0.22990	
18.00000	0.80885	18.00000	0.01689	18.00000	0.22623	18.00000	-0.19244	18.00000	0.33286	
19.00000	0.82358	19.00000	0.03460	19.00000	0.22116	19.00000	-0.15196	19.00000	0.35825	
20.00000	0.82578	20.00000	0.03385	20.00000	0.21637	20.00000	-0.14867	20.00000	0.34274	
21.00000	0.64337	21.00000	0.03522	21.00000	0.22076	21.00000	-0.15032	21.00000	0.42736	
22.00000	0.64370	22.00000	0.01961	22.00000	0.19897	22.00000	-0.15974	22.00000	0.32722	
23.00000	0.64814	23.00000	0.02253	23.00000	0.18245	23.00000	-0.13739	23.00000	0.22426	
24.00000	0.66123	24.00000	0.04619	24.00000	0.19903	24.00000	-0.10665	24.00000	0.20028	
25.00000	0.65961	25.00000	0.05702	25.00000	0.19630	25.00000	-0.08227	25.00000	0.45134	
26.00000	0.64861	26.00000	0.02390	26.00000	0.16993	26.00000	-0.12212	26.00000	0.33709	
27.00000	0.64852	27.00000	0.02000	27.00000	0.16855	27.00000	-0.12855	27.00000	0.35966	
28.00000	0.63945	28.00000	0.03805	28.00000	0.19605	28.00000	-0.11995	28.00000	0.35825	
29.00000	0.49730	29.00000	0.03482	29.00000	0.19858	29.00000	-0.12893	29.00000	0.31030	
30.00000	0.48674	30.00000	0.04603	30.00000	0.21122	30.00000	-0.11917	30.00000	0.15938	
31.00000	0.46943	31.00000	0.04366	31.00000	0.22434	31.00000	-0.13702	31.00000	0.19605	
32.00000	0.45203	32.00000	0.04003	32.00000	0.21249	32.00000	-0.13244	32.00000	0.28914	
33.00000	0.45943	33.00000	0.05031	33.00000	0.20138	33.00000	-0.10075	33.00000	0.42031	
34.00000	0.45154	34.00000	0.05832	34.00000	0.19925	34.00000	-0.08260	34.00000	0.40621	
35.00000	0.45592	35.00000	0.03893	35.00000	0.16453	35.00000	-0.08667	35.00000	0.51622	
36.00000	0.45385	36.00000	0.05175	36.00000	0.18135	36.00000	-0.07785	36.00000	0.41608	
37.00000	0.45019	37.00000	0.05129	37.00000	0.18115	37.00000	-0.07856	37.00000	0.20028	
38.00000	0.44834	38.00000	0.08154	38.00000	0.21552	38.00000	-0.05244	38.00000	0.25811	
39.00000	0.44488	39.00000	0.07572	39.00000	0.20538	39.00000	-0.05394	39.00000	0.46685	
40.00000	0.45010	40.00000	0.07797	40.00000	0.20053	40.00000	-0.04458	40.00000	0.37518	
41.00000	0.46315	41.00000	0.05817	41.00000	0.17688	41.00000	-0.06054	41.00000	0.31453	
42.00000	0.47139	42.00000	0.04844	42.00000	0.16929	42.00000	-0.07241	42.00000	0.43018	
43.00000	0.48225	43.00000	0.04022	43.00000	0.17966	43.00000	-0.09922	43.00000	0.27786	
44.00000	0.47180	44.00000	0.03356	44.00000	0.16402	44.00000	-0.09690	44.00000	0.18477	
45.00000	0.47172	45.00000	0.02511	45.00000	0.21937	45.00000	-0.16915	45.00000	0.18618	
46.00000	0.45976	46.00000	0.03963	46.00000	0.28181	46.00000	-0.20255	46.00000	0.43583	
47.00000	0.46548	47.00000	0.02761	47.00000	0.27665	47.00000	-0.22144	47.00000	0.40056	
48.00000	0.48742	48.00000	0.05433	48.00000	0.30118	48.00000	-0.19252	48.00000	0.38364	
49.00000	0.67806	49.00000	0.05619	49.00000	0.30027	49.00000	-0.18789	49.00000	0.38646	
50.00000	0.76430	50.00000	0.05590	50.00000	0.29297	50.00000	-0.18117	50.00000	0.30324	
51.00000	0.76123	51.00000	0.06110	51.00000	0.29904	51.00000	-0.17684	51.00000	0.18195	
52.00000	0.75500	52.00000	0.08881	52.00000	0.34489	52.00000	-0.16727	52.00000	0.22849	
53.00000	0.73641	53.00000	0.05753	53.00000	0.31133	53.00000	-0.19628	53.00000	0.28914	
54.00000	0.71261	54.00000	0.05502	54.00000	0.30775	54.00000	-0.19772	54.00000	0.52327	
55.00000	0.71685	55.00000	0.06922	55.00000	0.33565	55.00000	-0.19720	55.00000	0.54302	
56.00000	0.72016	56.00000	0.06799	56.00000	0.33486	56.00000	-0.19888	56.00000	0.87729	
57.00000	0.78539	57.00000	0.06729	57.00000	0.32760	57.00000	-0.19301	57.00000	0.65444	
58.00000	0.79410	58.00000	0.06690	58.00000	0.32818	58.00000	-0.19438	58.00000	0.27221	
59.00000	0.78966	59.00000	0.05363	59.00000	0.32381	59.00000	-0.21654	59.00000	0.32299	
60.00000	0.78069	60.00000	0.05133	60.00000	0.32665	60.00000	-0.22399	60.00000	0.74471	
61.00000	0.78035	61.00000	0.05353	61.00000	0.33713	61.00000	-0.23007	61.00000	1.00000	
62.00000	0.87201	62.00000	0.06262	62.00000	0.34861	62.00000	-0.22337	62.00000	0.51340	
63.00000	0.87129	63.00000	0.07477	63.00000	0.36012	63.00000	-0.21057	63.00000	0.55430	
64.00000	0.87583	64.00000	0.07370	64.00000	0.35740	64.00000	-0.21000	64.00000	0.52891	
65.00000	0.89735	65.00000	0.07687	65.00000	0.36563	65.00000	-0.21190	65.00000	0.22849	
66.00000	0.90024	66.00000	0.03761	66.00000	0.28326	66.00000	-0.20805	66.00000	0.39915	
67.00000	0.90925	67.00000	0.05946	67.00000	0.32126	67.00000	-0.20234	67.00000	0.53738	
68.00000	0.90564	68.00000	0.06000	68.00000	0.30685	68.00000	-0.18686	68.00000	0.52045	
69.00000	0.89808	69.00000	0.07136	69.00000	0.32991	69.00000	-0.18718	69.00000	0.55994	
70.00000	0.88928	70.00000	0.08117	70.00000	0.32254	70.00000	-0.16019	70.00000	0.46403	
71.00000	0.90056	71.00000	0.10885	71.00000	0.35340	71.00000	-0.13570	71.00000	0.42595	
72.00000	0.91102	72.00000	0.11883	72.00000	0.36333	72.00000	-0.12567	72.00000	0.21016	
73.00000	0.91500	73.00000	0.12231	73.00000	0.35365	73.00000	-0.10903	73.00000	0.27645	
74.00000	0.92460	74.00000	0.13261	74.00000	0.38717	74.00000	-0.12195	74.00000	0.54866	
75.00000	0.92289	75.00000	0.13763	75.00000	0.38472	75.00000	-0.10946	75.00000	0.67560	
76.00000	0.91361	76.00000	0.10350	76.00000	0.33480	76.00000	-0.12781	76.00000	0.59379	
77.00000	0.90872	77.00000	0.09670	77.00000	0.31007	77.00000	-0.11668	77.00000	0.64457	
78.00000	0.90148	78.00000	0.09601	78.00000	0.30002	78.00000	-0.10800	78.00000	0.46544	
79.00000	0.90725	79.00000	0.12351	79.00000	0.31906	79.00000	-0.07203	79.00000	0.21439	
80.00000	0.90298	80.00000	0.09878	80.00000	0.30326	80.00000	-0.10569	80.00000	0.33992	
81.00000	0.88947	81.00000	0.12753	81.00000	0.33971	81.00000	-0.08466	81.00000	0.53738	
82.00000	0.67114	82.00000	0.14114	82.00000	0.34592	82.00000	-0.06364	82.00000	0.63188	
83.00000	0.65489	83.00000	0.15218	83.00000	0.36867	83.00000	-0.06431	83.00000	0.62482	
84.00000	0.65778	84.00000	0.14547	84.00000	0.35360	84.00000	-0.06266	84.00000	0.49365	
