# MesswertTabelle
#
# M e s s w e r t t a b e l l e  der Reihen:
#
# H_(g) cc(IWL,AL)_NORM_[258] [50,50] Werte
# H_(h) cc(IWL,BL)_NORM_[1608] [81,81] Werte
# H_(h) cc(AL,BL)_NORM_[46096] [119,119] Werte
# H_(g) cc(IWL,AL)_NORM_[258] [53,53] Werte
# H_(h) cc(IWL,BL)_NORM_[1608] [77,77] Werte
# H_(h) cc(AL,BL)_NORM_[46096] [115,115] Werte
#
#
#x	y	x	y	x	y	x	y	x	y	x	y	
-0.62000	0.00388	-0.62000	0.00062	-0.62000	0.00002	-0.62000	0.00388	-0.62000	0.00062	-0.62000	0.00007	
-0.59600	0.00388	-0.59600	0.00062	-0.59600	0.00002	-0.59600	0.00775	-0.59600	0.00187	-0.59600	0.00002	
-0.56000	0.00388	-0.56000	0.00124	-0.56000	0.00002	-0.56000	0.00388	-0.56000	0.00124	-0.56000	0.00002	
-0.53600	0.00388	-0.53600	0.00187	-0.53600	0.00004	-0.53600	0.00775	-0.53600	0.00062	-0.53600	0.00004	
-0.52400	0.00388	-0.52400	0.00124	-0.52400	0.00004	-0.52400	0.00775	-0.52400	0.00187	-0.52400	0.00020	
-0.51200	0.01163	-0.51200	0.00187	-0.51200	0.00004	-0.51200	0.00388	-0.51200	0.00124	-0.51200	0.00015	
-0.50000	0.00775	-0.50000	0.00249	-0.50000	0.00011	-0.50000	0.01550	-0.50000	0.00187	-0.50000	0.00017	
-0.48800	0.00388	-0.48800	0.00187	-0.48800	0.00013	-0.48800	0.01550	-0.48800	0.00435	-0.48800	0.00028	
-0.47600	0.00388	-0.47600	0.00124	-0.47600	0.00020	-0.47600	0.02326	-0.47600	0.00249	-0.47600	0.00017	
-0.46400	0.01163	-0.46400	0.00187	-0.46400	0.00028	-0.46400	0.01550	-0.46400	0.00249	-0.46400	0.00035	
-0.45200	0.01163	-0.45200	0.00249	-0.45200	0.00033	-0.45200	0.00775	-0.45200	0.00311	-0.45200	0.00033	
-0.44000	0.00775	-0.44000	0.00187	-0.44000	0.00043	-0.44000	0.01550	-0.44000	0.00435	-0.44000	0.00048	
-0.42800	0.01163	-0.42800	0.00373	-0.42800	0.00050	-0.42800	0.02713	-0.42800	0.00249	-0.42800	0.00050	
-0.41600	0.00775	-0.41600	0.00498	-0.41600	0.00052	-0.41600	0.00388	-0.41600	0.00435	-0.41600	0.00082	
-0.40400	0.00775	-0.40400	0.00808	-0.40400	0.00085	-0.40400	0.01938	-0.40400	0.00622	-0.40400	0.00113	
-0.39200	0.01938	-0.39200	0.00746	-0.39200	0.00108	-0.39200	0.01550	-0.39200	0.00746	-0.39200	0.00098	
-0.38000	0.03101	-0.38000	0.00187	-0.38000	0.00100	-0.38000	0.01163	-0.38000	0.01057	-0.38000	0.00158	
-0.36800	0.01550	-0.36800	0.00435	-0.36800	0.00139	-0.36800	0.02326	-0.36800	0.00684	-0.36800	0.00180	
