# MesswertTabelle
#
# M e s s w e r t t a b e l l e  der Reihen:
#
# 17.CN_BIN=7 / 17.A.L_BIN=7 [51,51] Werte
# 17.IWL_BIN=7 / 17.B.L_BIN=7 [51,51] Werte
#
#
#x	y	y	
0.00000	21.10365	0.05646	
1.00000	20.34603	0.04837	
2.00000	21.33385	0.03915	
3.00000	23.82047	0.04598	
4.00000	24.39889	0.05656	
5.00000	26.31785	0.05395	
6.00000	28.78405	0.08736	
7.00000	29.23462	0.07196	
8.00000	27.26012	0.08640	
9.00000	33.05498	0.09459	
10.00000	30.09615	0.06416	
11.00000	33.58069	0.06477	
12.00000	33.99005	0.06070	
13.00000	33.03025	0.06491	
14.00000	36.05425	0.06912	
15.00000	36.21602	0.05324	
16.00000	32.30741	0.06153	
17.00000	26.77785	0.06521	
18.00000	29.73046	0.05793	
19.00000	29.91512	0.04469	
20.00000	29.54878	0.05595	
21.00000	31.01474	0.06925	
22.00000	0.00000	0.00000	
23.00000	0.00000	0.00000	
24.00000	0.00000	0.00000	
25.00000	35.38034	0.08862	
26.00000	35.27627	0.07545	
27.00000	32.13144	0.06923	
28.00000	36.16971	0.08926	
29.00000	36.48266	0.07420	
30.00000	34.91513	0.08839	
31.00000	35.06095	0.09172	
32.00000	38.88103	0.10149	
33.00000	44.08353	0.09727	
34.00000	39.05640	0.06931	
35.00000	32.55907	0.09514	
36.00000	33.05023	0.09990	
37.00000	44.05881	0.16065	
38.00000	38.86347	0.08770	
39.00000	57.10765	0.05038	
40.00000	43.13952	0.07629	
41.00000	37.66016	0.06324	
42.00000	44.64143	0.06981	
43.00000	37.12381	0.06818	
44.00000	35.51191	0.05723	
45.00000	31.74312	0.08373	
46.00000	32.11085	0.05834	
47.00000	30.37618	0.06276	
48.00000	32.45345	0.06908	
49.00000	36.38511	0.07640	
50.00000	39.30305	0.07783	
