# MesswertTabelle
#
# M e s s w e r t t a b e l l e  der Reihen:
#
# H_[a] cc(CN,IWL)_NORM_[3] [2,2] Werte
# H_[b] cc(CN,AL)_NORM_[86] [35,35] Werte
# H_(c) cc(CN,BL)_NORM_[536] [62,62] Werte
# H_[a] cc(CN,IWL)_NORM_[3] [2,2] Werte
# H_[b] cc(CN,AL)_NORM_[86] [45,45] Werte
# H_(c) cc(CNL,BL)_NORM_[536] [68,68] Werte
#
#
#x	y	x	y	x	y	x	y	x	y	x	y	
-0.42800	0.33333	-0.42800	0.01163	-0.42800	0.00187	-0.42800	0.33333	-0.42800	0.01163	-0.42800	0.00373	
-0.38000	0.33333	-0.38000	0.01163	-0.38000	0.00187	-0.38000	0.33333	-0.38000	0.01163	-0.38000	0.00187	
-0.35600	0.00000	-0.35600	0.02326	-0.35600	0.00187	-0.35600	0.00000	-0.35600	0.01163	-0.35600	0.00187	
-0.33200	0.00000	-0.33200	0.01163	-0.33200	0.00560	-0.33200	0.00000	-0.33200	0.02326	-0.33200	0.00373	
-0.32000	0.00000	-0.32000	0.02326	-0.32000	0.00560	-0.32000	0.00000	-0.32000	0.02326	-0.32000	0.00187	
-0.30800	0.00000	-0.30800	0.03488	-0.30800	0.00560	-0.30800	0.00000	-0.30800	0.01163	-0.30800	0.00560	
-0.29600	0.00000	-0.29600	0.04651	-0.29600	0.00933	-0.29600	0.00000	-0.29600	0.01163	-0.29600	0.00373	
-0.28400	0.00000	-0.28400	0.02326	-0.28400	0.00746	-0.28400	0.00000	-0.28400	0.01163	-0.28400	0.00746	
-0.27200	0.00000	-0.27200	0.02326	-0.27200	0.00933	-0.27200	0.00000	-0.27200	0.02326	-0.27200	0.00560	
-0.24800	0.00000	-0.24800	0.02326	-0.24800	0.01866	-0.24800	0.00000	-0.24800	0.02326	-0.24800	0.00560	
-0.23600	0.00000	-0.23600	0.01163	-0.23600	0.01679	-0.23600	0.00000	-0.23600	0.02326	-0.23600	0.01306	
-0.22400	0.00000	-0.22400	0.04651	-0.22400	0.00746	-0.22400	0.00000	-0.22400	0.01163	-0.22400	0.00560	
-0.21200	0.00000	-0.21200	0.01163	-0.21200	0.00560	-0.21200	0.00000	-0.21200	0.03488	-0.21200	0.01866	
-0.20000	0.00000	-0.20000	0.02326	-0.20000	0.01119	-0.20000	0.00000	-0.20000	0.01163	-0.20000	0.01866	
