# MesswertTabelle
#
# M e s s w e r t t a b e l l e  der Reihen:
#
# H_[a] cc(CN,IWL)_NORM_[3] [2,2] Werte
# H_[b] cc(CN,AL)_NORM_[86] [42,42] Werte
# H_(c) cc(CN,BL)_NORM_[536] [73,73] Werte
# H_[a] cc(CN,IWL)_NORM_[3] [2,2] Werte
# H_[b] cc(CN,AL)_NORM_[86] [39,39] Werte
# H_(c) cc(CNL,BL)_NORM_[536] [65,65] Werte
#
#
#x	y	x	y	x	y	x	y	x	y	x	y	
-0.42800	0.33333	-0.42800	0.01163	-0.42800	0.00187	-0.42800	0.33333	-0.42800	0.01163	-0.42800	0.00187	
-0.32000	0.33333	-0.32000	0.01163	-0.32000	0.00187	-0.32000	0.33333	-0.32000	0.01163	-0.32000	0.00187	
-0.30800	0.00000	-0.30800	0.01163	-0.30800	0.00187	-0.30800	0.00000	-0.30800	0.01163	-0.30800	0.00187	
-0.29600	0.00000	-0.29600	0.01163	-0.29600	0.00187	-0.29600	0.00000	-0.29600	0.03488	-0.29600	0.00187	
-0.28400	0.00000	-0.28400	0.03488	-0.28400	0.00187	-0.28400	0.00000	-0.28400	0.01163	-0.28400	0.00187	
-0.27200	0.00000	-0.27200	0.02326	-0.27200	0.00373	-0.27200	0.00000	-0.27200	0.01163	-0.27200	0.00373	
-0.26000	0.00000	-0.26000	0.01163	-0.26000	0.00560	-0.26000	0.00000	-0.26000	0.03488	-0.26000	0.00746	
-0.24800	0.00000	-0.24800	0.03488	-0.24800	0.00373	-0.24800	0.00000	-0.24800	0.01163	-0.24800	0.00373	
-0.22400	0.00000	-0.22400	0.02326	-0.22400	0.00373	-0.22400	0.00000	-0.22400	0.03488	-0.22400	0.00373	
-0.21200	0.00000	-0.21200	0.04651	-0.21200	0.00560	-0.21200	0.00000	-0.21200	0.03488	-0.21200	0.00746	
-0.20000	0.00000	-0.20000	0.01163	-0.20000	0.00560	-0.20000	0.00000	-0.20000	0.09302	-0.20000	0.00933	
-0.18800	0.00000	-0.18800	0.01163	-0.18800	0.00560	-0.18800	0.00000	-0.18800	0.05814	-0.18800	0.00933	
-0.17600	0.00000	-0.17600	0.01163	-0.17600	0.00187	-0.17600	0.00000	-0.17600	0.03488	-0.17600	0.00746	
-0.16400	0.00000	-0.16400	0.03488	-0.16400	0.00746	-0.16400	0.00000	-0.16400	0.01163	-0.16400	0.01493	
-0.15200	0.00000	-0.15200	0.03488	-0.15200	0.00746	-0.15200	0.00000	-0.15200	0.04651	-0.15200	0.01119	
-0.14000	0.00000	-0.14000	0.01163	-0.14000	0.00933	-0.14000	0.00000	-0.14000	0.01163	-0.14000	0.00933	
-0.12800	0.00000	-0.12800	0.02326	-0.12800	0.03731	-0.12800	0.00000	-0.12800	0.01163	-0.12800	0.01119	
-0.11600	0.00000	-0.11600	0.03488	-0.11600	0.00933	-0.11600	0.00000	-0.11600	0.03488	-0.11600	0.03545	
-0.10400	0.00000	-0.10400	0.01163	-0.10400	0.00746	-0.10400	0.00000	-0.10400	0.01163	-0.10400	0.02425	
-0.09200	0.00000	-0.09200	0.05814	-0.09200	0.01679	-0.09200	0.00000	-0.09200	0.05814	-0.09200	0.02612	
-0.08000	0.00000	-0.08000	0.01163	-0.08000	0.02052	-0.08000	0.00000	-0.08000	0.04651	-0.08000	0.01679	
-0.06800	0.00000	-0.06800	0.01163	-0.06800	0.00373	-0.06800	0.00000	-0.06800	0.03488	-0.06800	0.01679	
