# MesswertTabelle
#
# M e s s w e r t t a b e l l e  der Reihen:
#
# H_(g) cc(IWL,AL)_NORM_[258] [58,58] Werte
# H_(h) cc(IWL,BL)_NORM_[1608] [78,78] Werte
# H_(h) cc(AL,BL)_NORM_[46096] [122,122] Werte
# H_(g) cc(IWL,AL)_NORM_[258] [58,58] Werte
# H_(h) cc(IWL,BL)_NORM_[1608] [70,70] Werte
# H_(h) cc(AL,BL)_NORM_[46096] [118,118] Werte
#
#
#x	y	x	y	x	y	x	y	x	y	x	y	
-0.68000	0.00775	-0.68000	0.00062	-0.68000	0.00002	-0.68000	0.00388	-0.68000	0.00062	-0.68000	0.00002	
-0.66800	0.00388	-0.66800	0.00062	-0.66800	0.00002	-0.66800	0.00775	-0.66800	0.00062	-0.66800	0.00007	
-0.64400	0.00775	-0.64400	0.00062	-0.64400	0.00002	-0.64400	0.00388	-0.64400	0.00062	-0.64400	0.00015	
-0.63200	0.00388	-0.63200	0.00062	-0.63200	0.00002	-0.63200	0.00388	-0.63200	0.00249	-0.63200	0.00004	
-0.60800	0.00388	-0.60800	0.00062	-0.60800	0.00004	-0.60800	0.00388	-0.60800	0.00062	-0.60800	0.00007	
-0.58400	0.01163	-0.58400	0.00124	-0.58400	0.00002	-0.58400	0.00775	-0.58400	0.00187	-0.58400	0.00013	
-0.57200	0.00775	-0.57200	0.00062	-0.57200	0.00002	-0.57200	0.00775	-0.57200	0.00187	-0.57200	0.00013	
-0.56000	0.00388	-0.56000	0.00187	-0.56000	0.00004	-0.56000	0.00388	-0.56000	0.00435	-0.56000	0.00013	
-0.54800	0.00775	-0.54800	0.00187	-0.54800	0.00009	-0.54800	0.00388	-0.54800	0.00249	-0.54800	0.00024	
-0.53600	0.01550	-0.53600	0.00124	-0.53600	0.00007	-0.53600	0.01163	-0.53600	0.00435	-0.53600	0.00028	
-0.52400	0.01938	-0.52400	0.00249	-0.52400	0.00007	-0.52400	0.01550	-0.52400	0.00249	-0.52400	0.00022	
-0.51200	0.01550	-0.51200	0.00435	-0.51200	0.00009	-0.51200	0.00775	-0.51200	0.00311	-0.51200	0.00039	
-0.50000	0.00388	-0.50000	0.00373	-0.50000	0.00015	-0.50000	0.01550	-0.50000	0.00808	-0.50000	0.00067	
-0.48800	0.01938	-0.48800	0.00311	-0.48800	0.00013	-0.48800	0.01163	-0.48800	0.00871	-0.48800	0.00069	
-0.47600	0.00388	-0.47600	0.00124	-0.47600	0.00011	-0.47600	0.01550	-0.47600	0.00808	-0.47600	0.00080	
-0.46400	0.00388	-0.46400	0.00311	-0.46400	0.00017	-0.46400	0.00775	-0.46400	0.00684	-0.46400	0.00106	
-0.45200	0.01938	-0.45200	0.01057	-0.45200	0.00033	-0.45200	0.00775	-0.45200	0.00808	-0.45200	0.00128	
-0.44000	0.04264	-0.44000	0.00746	-0.44000	0.00041	-0.44000	0.00388	-0.44000	0.00622	-0.44000	0.00167	
-0.42800	0.00388	-0.42800	0.00435	-0.42800	0.00054	-0.42800	0.01938	-0.42800	0.00995	-0.42800	0.00137	
-0.41600	0.02713	-0.41600	0.00684	-0.41600	0.00041	-0.41600	0.01938	-0.41600	0.00871	-0.41600	0.00206	
-0.40400	0.01550	-0.40400	0.00808	-0.40400	0.00087	-0.40400	0.01163	-0.40400	0.00995	-0.40400	0.00239	
-0.39200	0.00775	-0.39200	0.00808	-0.39200	0.00106	-0.39200	0.00775	-0.39200	0.01368	-0.39200	0.00312	
-0.38000	0.01163	-0.38000	0.01244	-0.38000	0.00119	-0.38000	0.01938	-0.38000	0.01244	-0.38000	0.00247	
-0.36800	0.01163	-0.36800	0.00808	-0.36800	0.00102	-0.36800	0.01163	-0.36800	0.01306	-0.36800	0.00358	
-0.35600	0.00775	-0.35600	0.00622	-0.35600	0.00121	-0.35600	0.01163	-0.35600	0.01182	-0.35600	0.00406	
-0.34400	0.01938	-0.34400	0.00808	-0.34400	0.00156	-0.34400	0.01938	-0.34400	0.01617	-0.34400	0.00542	
-0.33200	0.00775	-0.33200	0.00871	-0.33200	0.00182	-0.33200	0.00775	-0.33200	0.01679	-0.33200	0.00551	
-0.32000	0.01938	-0.32000	0.00622	-0.32000	0.00245	-0.32000	0.00775	-0.32000	0.01990	-0.32000	0.00651	
-0.30800	0.01938	-0.30800	0.01306	-0.30800	0.00245	-0.30800	0.03876	-0.30800	0.01119	-0.30800	0.00801	
-0.29600	0.00388	-0.29600	0.01493	-0.29600	0.00345	-0.29600	0.04651	-0.29600	0.01866	-0.29600	0.00818	
