# MesswertTabelle
#
# M e s s w e r t t a b e l l e  der Reihen:
#
# 32.CN_BIN=7 / 32.A.L_BIN=7 [51,51] Werte
# 32.IWL_BIN=7 / 32.B.L_BIN=7 [51,51] Werte
#
#
#x	y	y	
0.00000	0.19395	0.30850	
1.00000	0.32880	0.38759	
2.00000	0.25941	0.31554	
3.00000	0.29663	0.38853	
4.00000	0.46081	0.44589	
5.00000	0.11658	0.34184	
6.00000	0.23429	0.26889	
7.00000	0.23107	0.41830	
8.00000	0.18609	0.36813	
9.00000	0.34524	0.43447	
10.00000	0.52034	0.41611	
11.00000	0.46350	0.42203	
12.00000	0.46947	0.38191	
13.00000	0.47744	0.34937	
14.00000	0.38871	0.46702	
15.00000	0.41152	0.48545	
16.00000	0.32619	0.39602	
17.00000	0.56889	0.45281	
18.00000	0.42013	0.53363	
19.00000	0.39529	0.57620	
20.00000	0.38921	0.50806	
21.00000	0.32661	0.45000	
22.00000	0.51984	0.54602	
23.00000	0.06259	0.35305	
24.00000	0.42248	0.43418	
25.00000	0.29035	0.55045	
26.00000	0.34279	0.45834	
27.00000	0.82742	0.55124	
28.00000	0.79090	0.52768	
29.00000	0.48570	0.63737	
30.00000	0.26730	0.59017	
31.00000	0.41772	0.63767	
32.00000	0.55630	0.51840	
33.00000	0.53080	0.50827	
34.00000	0.47622	0.55678	
35.00000	0.46246	0.54239	
36.00000	0.47025	0.57720	
37.00000	0.59356	0.45700	
38.00000	0.64755	0.60473	
39.00000	0.67594	0.55024	
40.00000	0.65531	0.65860	
41.00000	0.35611	0.63626	
42.00000	0.62444	0.68468	
43.00000	0.65544	0.65018	
44.00000	0.64045	0.78068	
45.00000	0.68687	0.66147	
46.00000	0.70280	0.63540	
47.00000	0.63168	0.65209	
48.00000	0.63850	0.74475	
49.00000	0.68077	0.68072	
50.00000	0.74966	0.55078	
