# MesswertTabelle
#
# M e s s w e r t t a b e l l e  der Reihen:
#
# 3_e0_i [400,400] Werte
# 3_e1_i [400,400] Werte
# 3_e2_i [400,400] Werte
# 3_e3_i [400,400] Werte
# 3_e4_i [400,400] Werte
# 3_e5_i [400,400] Werte
# 3_e6_i [400,400] Werte
# 3_e7_i [400,400] Werte
# 3_e8_i [400,400] Werte
# 3_e9_i [400,400] Werte
# 3_e10_i [400,400] Werte
# 3_e11_i [400,400] Werte
# 3_e12_i [400,400] Werte
# 3_e13_i [400,400] Werte
# 3_e14_i [400,400] Werte
# 3_e15_i [400,400] Werte
# 3_e16_i [400,400] Werte
# 3_e17_i [400,400] Werte
# 3_e18_i [400,400] Werte
# 3_e19_i [400,400] Werte
# 3_e20_i [400,400] Werte
# 3_e21_i [400,400] Werte
# 3_e22_i [400,400] Werte
# 3_e23_i [400,400] Werte
# 3_e24_i [400,400] Werte
# 3_e25_i [400,400] Werte
# 3_e26_i [400,400] Werte
# 3_e27_i [400,400] Werte
# 3_e28_i [400,400] Werte
# 3_e29_i [400,400] Werte
# 3_e30_i [400,400] Werte
# 3_e31_i [400,400] Werte
# 3_e32_i [400,400] Werte
# 3_e33_i [400,400] Werte
# 3_e34_i [400,400] Werte
# 3_e35_i [400,400] Werte
# 3_e36_i [400,400] Werte
# 3_e37_i [400,400] Werte
# 3_e38_i [400,400] Werte
# 3_e39_i [400,400] Werte
# 3_e40_i [400,400] Werte
# 3_e41_i [400,400] Werte
# 3_e42_i [400,400] Werte
# 3_e43_i [400,400] Werte
# 3_e44_i [400,400] Werte
# 3_e45_i [400,400] Werte
# 3_e46_i [400,400] Werte
# 3_e47_i [400,400] Werte
# 3_e48_i [400,400] Werte
# 3_e49_i [400,400] Werte
# 3_e50_i [400,400] Werte
# 3_e51_i [400,400] Werte
# 3_e52_i [400,400] Werte
# 3_e53_i [400,400] Werte
# 3_e54_i [400,400] Werte
# 3_e55_i [400,400] Werte
# 3_e56_i [400,400] Werte
# 3_e57_i [400,400] Werte
# 3_e58_i [400,400] Werte
# 3_e59_i [400,400] Werte
# 3_e60_i [400,400] Werte
# 3_e61_i [400,400] Werte
# 3_e62_i [400,400] Werte
# 3_e63_i [400,400] Werte
#
#
#x	y	y	y	y	y	y	y	y	y	y	y	y	y	y	y	y	y	y	y	y	y	y	y	y	y	y	y	y	y	y	y	y	y	y	y	y	y	y	y	y	y	y	y	y	y	y	y	y	y	y	y	y	y	y	y	y	y	y	y	y	y	y	y	y	
1.00000	-0.00640	-0.00776	-0.00662	-0.00660	-0.00209	-0.00080	-0.00363	-0.00433	-0.00782	0.00020	-0.00288	-0.00289	-0.00217	-0.00172	0.00117	0.00182	-0.00314	-0.00115	0.00562	-0.00183	-0.00435	-0.00743	-0.00017	0.00177	-0.01261	0.00651	-0.00258	-0.00047	-0.00546	0.00933	-0.00605	-0.00018	-0.01098	-0.00253	-0.00044	-0.00430	-0.00434	-0.00373	-0.00339	-0.00384	-0.00332	-0.00355	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	
2.00000	-0.01425	-0.01986	-0.01438	-0.01415	0.00554	0.00863	-0.00367	-0.00558	-0.02298	0.01451	0.00121	-0.00099	0.00228	0.00626	0.01868	0.01966	-0.00127	0.00467	0.03018	0.00253	-0.00829	-0.01978	0.00951	0.01830	-0.04101	0.03523	0.00110	0.00751	-0.00638	0.04915	-0.01092	0.01078	-0.03241	0.00105	0.01004	-0.00620	-0.00426	-0.00326	-0.00273	-0.00357	-0.00392	-0.00409	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	
3.00000	-0.01466	-0.02645	-0.01423	-0.01215	0.03426	0.03737	0.00819	0.00462	-0.03935	0.05423	0.02394	0.01270	0.02358	0.03695	0.06489	0.06335	0.01486	0.02540	0.07801	0.02136	-0.00495	-0.02807	0.03804	0.05896	-0.07672	0.09418	0.02061	0.03062	0.01406	0.12984	-0.00127	0.04310	-0.05321	0.02010	0.04153	0.00351	0.01192	0.01173	0.01161	0.01201	0.00642	0.00753	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	
4.00000	-0.07138	-0.09064	-0.07217	-0.07114	0.01520	0.01615	-0.03454	-0.04469	-0.10979	0.04240	0.00095	-0.03123	0.00150	0.02246	0.06778	0.06407	-0.01630	0.00624	0.08401	-0.00872	-0.05270	-0.09368	0.02396	0.06001	-0.16818	0.12740	-0.00612	0.01133	-0.00786	0.18195	-0.05239	0.02862	-0.13940	-0.01232	0.02298	-0.04275	-0.03521	-0.02803	-0.02752	-0.02791	-0.02977	-0.02945	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	
5.00000	-0.16926	-0.19591	-0.16636	-0.17259	-0.03800	-0.03775	-0.11905	-0.13755	-0.22206	-0.00913	-0.05576	-0.11831	-0.04929	-0.02011	0.04842	0.03664	-0.07723	-0.03627	0.06612	-0.07174	-0.13694	-0.19856	-0.01739	0.03608	-0.30503	0.14249	-0.06557	-0.03393	-0.06384	0.22607	-0.14422	-0.01104	-0.27252	-0.07828	-0.03084	-0.12744	-0.12522	-0.10659	-0.10283	-0.10727	-0.09925	-0.10098	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	
6.00000	-0.16610	-0.19488	-0.14434	-0.15091	0.02594	0.02496	-0.09753	-0.11565	-0.25430	0.06546	-0.00204	-0.09566	0.01679	0.06848	0.18307	0.13652	-0.02469	0.02833	0.17196	-0.01768	-0.12951	-0.19666	0.05631	0.13794	-0.38123	0.25457	-0.01954	0.02398	-0.03091	0.42884	-0.09513	0.08651	-0.29516	-0.02221	0.04486	-0.09122	-0.07141	-0.06431	-0.05614	-0.05862	-0.06697	-0.06529	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	
7.00000	-0.14266	-0.16793	-0.09732	-0.09853	0.12743	0.11074	-0.05041	-0.06674	-0.26452	0.17784	0.08717	-0.05235	0.12283	0.19670	0.37575	0.27190	0.06154	0.12211	0.31446	0.07145	-0.10699	-0.17155	0.16285	0.28592	-0.46485	0.38615	0.04727	0.10446	-0.03579	0.69915	-0.01294	0.22028	-0.30599	0.06335	0.16902	-0.02466	0.02188	0.01052	0.02237	0.02672	-0.00604	-0.00181	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	
8.00000	-0.33697	-0.37755	-0.28676	-0.30713	0.01311	-0.03695	-0.23212	-0.25944	-0.46045	0.04027	-0.03395	-0.25628	0.01958	0.08006	0.32371	0.16596	-0.04927	0.01579	0.23859	-0.06758	-0.28565	-0.37013	0.05116	0.21965	-0.73679	0.33255	-0.11432	-0.02637	-0.35023	0.75400	-0.22454	0.10359	-0.58725	-0.09364	0.05669	-0.20717	-0.17117	-0.16122	-0.14306	-0.14859	-0.15459	-0.16264	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	
9.00000	-0.55637	-0.63591	-0.50561	-0.55777	-0.10712	-0.19585	-0.44806	-0.48483	-0.70466	-0.12311	-0.16208	-0.49502	-0.09273	-0.07015	0.25880	0.04257	-0.15608	-0.10952	0.14209	-0.24721	-0.47543	-0.58475	-0.08633	0.13929	-1.04320	0.28138	-0.31136	-0.19725	-0.73843	0.80958	-0.48882	-0.03557	-0.91789	-0.28378	-0.08953	-0.42907	-0.40869	-0.36592	-0.34414	-0.36832	-0.33894	-0.36152	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	
10.00000	-0.41646	-0.52872	-0.34146	-0.39056	0.19713	0.06908	-0.28249	-0.30297	-0.66836	0.15642	0.12114	-0.32764	0.18430	0.20823	0.66121	0.35676	0.12311	0.10880	0.42979	-0.04910	-0.30988	-0.40783	0.16358	0.46803	-1.08853	0.57930	-0.13224	-0.04071	-0.73251	1.32538	-0.30396	0.25610	-0.85266	-0.06809	0.18923	-0.24425	-0.17122	-0.14877	-0.14211	-0.15864	-0.17764	-0.19121	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	-999999.00000	
